StockCode,Description,Revenue,Units_Sold,Avg_Unit_Price
72800B,4 PURPLE FLOCK DINNER CANDLES,285.7,142,2.45051282051282
72800C,4 PINK DINNER CANDLE SILVER FLOCK,259.72,130,2.642857142857143
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,226.67,87,2.7054838709677416
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1205.64,538,2.5973381294964026
72801C,4 ROSE PINK DINNER CANDLES,180.65,145,1.5610526315789475
72801D,4 SKY BLUE DINNER CANDLES,113.21,75,1.588888888888889
72801G,4 BURGUNDY WINE DINNER CANDLES,57.46,45,1.343076923076923
72801c,4 ROSE PINK DINNER CANDLES,95.94,39,2.46
72801d,4 SKY BLUE DINNER CANDLES,184.7,75,2.463409090909091
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1329.91,323,4.749375
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1993.48,1028,4.176585365853659
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2688.19,1395,4.532056074766356
72802a,ROSE SCENT CANDLE IN JEWELLED BOX,58.029999999999994,7,8.29
72802c,VANILLA SCENT CANDLE JEWELLED BOX,8.29,1,8.29
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,722.47,529,4.261463414634147
72803b,OCEAN SCENT CANDLE JEWELLED DRAWER,8.47,1,8.47
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1845.57,393,5.72
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1822.21,395,5.369285714285715
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,3145.05,721,5.298535031847134
72807a,SET/3 ROSE CANDLE IN JEWELLED BOX,66.32,8,8.29
72807b,SET/3 OCEAN SCENT CANDLE JEWEL BOX,33.16,4,8.29
72807c,SET/3 VANILLA SCENTED CANDLE IN BOX,41.449999999999996,5,8.29
72811,SMALL ZINC/GLASS CANDLEHOLDER,78.92999999999999,53,1.8175
72812,LARGE ZINC GLASS CANDLEHOLDER,116.06,34,3.7609090909090908
72815,3 WICK CHRISTMAS BRIAR CANDLE,15.97,3,6.11
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,1005.3199999999999,892,1.9310144927536232
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1232.27,1212,1.2376687116564418
72818,CHRISTMAS DECOUPAGE CANDLE,821.98,1845,0.7696153846153846
72819,CUPID DESIGN SCENTED CANDLES,509.07,225,2.9211627906976743
72821,CUPID SCENTED CANDLE IN GLASS,18.15,11,1.65
75011,BLUE DAISY MOBILE,138.76,172,0.7999999999999999
75013B,"STRING OF 8 BUTTERFLIES,PINK",41.25,25,1.65
75049L,LARGE CIRCULAR MIRROR MOBILE,6812.98,7102,1.6756937799043061
75131,METAL TUBE CHIME ON BAMBOO,529.21,490,1.8033333333333335
75172,PAINTED SEA SHELL METAL WINDCHIME,85.31,93,1.53
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,218.87,459,1.3415384615384613
77079,DOLPHIN WINDMILL,2.12,1,2.12
77101A,UNION FLAG WINDSOCK,426.94,387,1.345
78033,FLAG OF ST GEORGE CHAIR,185.3,38,5.525
78034B,BLUE NETTING STORAGE HANGER,15.6,8,1.95
78124,MAGAZINE RACK GEBRA ASSORTED,256.5,198,1.3333333333333333
79000,MOROCCAN TEA GLASS,3357.3399999999997,4162,1.01512
79026B,"S/4 ICON COASTER,ELVIS LIVES",10.61,25,0.4855555555555556
79030D,TUMBLER BAROQUE,266.19,525,0.9255000000000001
79030D,"TUMBLER, BAROQUE",84.03999999999999,56,4.595714285714286
79030G,TUMBLER NEW ENGLAND,551.1899999999999,1261,1.408867924528302
79030G,"TUMBLER, NEW ENGLAND",182.29999999999998,142,3.643571428571429
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,204.79,587,0.3522222222222222
79051A,SMOKEY GREY COLOUR GLASS,84.75999999999999,236,0.426
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",19.4,52,0.38
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",43.65,235,0.18928571428571428
79063D,"RETRO PILL BOX , REVOLUTIONARY",35.14,189,0.21
79066K,RETRO MOD TRAY,689.34,783,1.0782876712328768
79066k,RETRO MOD TRAY,27.77,17,1.636
79067,CORONA MEXICAN TRAY,719.69,172,5.865263157894737
79071B,ENGLISH ROSE METAL WASTE BIN,59.0,20,2.95
79144B,PAINTED LIGHTBULB STAR+ MOON,103.23,180,0.7132075471698113
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,98.12,152,0.7815686274509804
79149B,SILICON STAR BULB  BLUE,7.56,18,0.42
79151B,"SILICON CUBE 25W, BLUE",4.62,11,0.42
79157B,UBO-LIGHT TRIOBASE BLUE,3.4,4,0.85
79157V,UBO-LIGHT TRIOBASE PURPLE,4.25,5,0.85
79160,HEART SHAPE WIRELESS DOORBELL,795.83,444,2.0834615384615387
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,5.9,2,2.95
79163,BLACK CHAMPAGNE GLASS,626.55,1529,0.498
79164,BLACK WINE GLASS,697.62,1666,0.642
79190A,RETRO PLASTIC 70'S TRAY,179.35999999999999,384,0.6090476190476191
79190B,RETRO PLASTIC POLKA TRAY,288.36,707,0.5775438596491228
79190D,RETRO PLASTIC DAISY TRAY,126.97999999999999,265,0.6136170212765958
79191B,RETRO PLASTIC POLKA TRAY,138.29999999999998,159,0.9289999999999999
79191C,RETRO PLASTIC ELEPHANT TRAY,812.53,1105,0.8364615384615384
79191D,RETRO PLASTIC DAISY TRAY,37.61,35,1.2925
79192A,RETRO PLASTIC 70'S TRAY,3.75,3,1.25
79302M,"ART LIGHTS,FUNK MONKEY",1037.54,370,3.553809523809524
79321,CHILLI LIGHTS,54096.36,10302,6.7953973013493245
79323B,BLACK CHERRY LIGHTS,54.0,8,6.75
79323P,PINK CHERRY LIGHTS,27.0,4,6.75
79329,PINK FLOCK GLASS CANDLEHOLDER,12.18,12,1.015
79331,PINK FLOCK GLASS CANDLEHOLDER,17.5,26,0.8033333333333333
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,13.679999999999998,36,0.38000000000000006
79337,BLUE FLOCK GLASS CANDLEHOLDER,259.96,644,0.634
79403,FROSTED WHITE BASE,85.52,95,1.062
79406,FROSTED WHITE BASE,34.12,144,0.3725
81950B,FLOWER BLUE CLOCK WITH SUCKER,33.64,116,0.29
81950V,FLOWER PURPLE CLOCK W/SUCKER,4.25,5,0.85
81950V,FLOWER PURPLE CLOCK WITH SUCKER,4.35,15,0.29
81952B,ROUND BLUE CLOCK WITH SUCKER,38.0,200,0.19
81952V,ROUND PURPLE CLOCK WITH SUCKER,69.35,365,0.19
81953B,ROUND BLUE CLOCK WITH SUCKER,2.09,11,0.19
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,5.32,28,0.19000000000000003
82001S,SILVER RECORD COVER FRAME,1067.76,287,5.2226923076923075
82001S,VINYL RECORD FRAME SILVER,4682.45,1295,4.223725490196078
82001s,SILVER RECORD COVER FRAME,581.88,78,7.46
82001s,VINYL RECORD FRAME SILVER,328.23999999999995,44,7.46
82011A,"BATHROOM SCALES, TROPICAL BEACH",67.5,18,3.75
82011B,BATHROOM SCALES RUBBER DUCKS,146.85,43,3.673809523809524
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,172.05,51,3.6700000000000004
82095,HEART BUTTONS JEWELLERY BOX,356.11,68,5.318666666666667
82482,WOODEN PICTURE FRAME WHITE FINISH,23057.06,8986,3.1030650994575044
82483,WOOD 2 DRAWER CABINET WHITE FINISH,15123.92,2386,6.952326007326008
82484,WOOD BLACK BOARD ANT WHITE FINISH,35966.92,6012,8.440540145985402
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,6457.94,734,9.293529411764705
82486,WOOD S/3 CABINET ANT WHITE FINISH,11885.98,1402,9.038246913580247
82494L,WOODEN FRAME ANTIQUE WHITE,19599.49,6735,3.2622028353326065
82494l,WOODEN FRAME ANTIQUE WHITE,2211.6,264,8.310655737704916
82551,LAUNDRY 15C METAL SIGN,4542.889999999999,2918,1.7629745042492915
82552,WASHROOM METAL SIGN,4674.83,3012,1.657445652173913
82567,"AIRLINE LOUNGE,METAL SIGN",1408.07,711,2.007216494845361
82578,KITCHEN METAL SIGN,1217.8500000000001,2058,0.7530944625407167
82580,BATHROOM METAL SIGN,3473.21,5881,0.8306466876971609
82581,TOILET METAL SIGN,2155.89,3883,0.7287931034482759
82582,AREA PATROLLED METAL SIGN,8858.79,4365,2.3959453302961276
82583,HOT BATHS METAL SIGN,16946.260000000002,7258,2.955829307568438
82599,FANNY'S REST STOPMETAL SIGN,1217.73,508,2.8935664335664337
82600,N0 SINGING METAL SIGN,2639.42,1225,2.673673469387755
82600,NO SINGING METAL SIGN,10193.76,4788,2.53742
82605,OLD DOC RUSSEL METAL SIGN,29.4,14,2.1
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",92.38,71,1.4516666666666667
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",500.24,583,1.4934234234234232
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",443.38,537,1.4461458333333332
82613D,METAL SIGN CUPCAKE SINGLE HOOK,534.24,696,1.369099099099099
82613a,"METAL SIGN,CUPCAKE SINGLE HOOK",2.46,1,2.46
82613b,"METAL SIGN,CUPCAKE SINGLE HOOK",9.94,4,2.485
82613c,"METAL SIGN,CUPCAKE SINGLE HOOK",12.399999999999999,5,2.485
82615,PINK MARSHMALLOW SCARF KNITTING KIT,91.8,36,2.55
82616B,FRAPPUCINO SCARF KNITTING KIT,502.74,343,1.9437333333333333
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,501.44,324,1.9223529411764706
84006,MAGIC TREE -PAPER FLOWERS,848.6999999999999,918,1.0551428571428572
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1283.99,1265,1.2425862068965516
84016,FLAG OF ST GEORGE CAR FLAG,12.16,27,0.625
84029E,RED WOOLLY HOTTIE WHITE HEART.,22025.73,4734,5.128721461187215
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16148.04,3319,5.203712446351931
84030E,ENGLISH ROSE HOT WATER BOTTLE,6414.69,1497,4.949702380952381
84030e,ENGLISH ROSE HOT WATER BOTTLE,877.76,108,8.488181818181818
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,1959.91,430,4.523454545454546
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,1435.72,303,4.604758620689656
84031a,CHARLIE+LOLA RED HOT WATER BOTTLE,16.63,1,16.63
84031b,CHARLIE LOLA BLUE HOT WATER BOTTLE,16.63,1,16.63
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3384.98,1003,3.4974203821656054
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2421.59,936,3.1212451361867704
84033,FLAG OF ST GEORGE,37.95,23,1.65
84050,PINK HEART SHAPE EGG FRYING PAN,4753.53,3229,2.165366795366795
84051,ASS COLOUR GLOWING TIARAS,215.21,281,0.8719230769230768
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13814.009999999998,54951,0.3207276119402985
84078A,SET/4 WHITE RETRO STORAGE CUBES,16363.300000000001,415,45.23225806451613
84086B,YELLOW/BLUE RETRO RADIO,47.2,16,2.95
84086C,PINK/PURPLE RETRO RADIO,622.27,218,2.970566037735849
84192,ASSORTED COLOUR METAL CAT,138.75,111,1.25
84199,GLOW IN DARK DOLPHINS,28.98,138,0.21
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,2.4699999999999998,13,0.19
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,0.95,5,0.19
84206A,3 BLACK CATS W HEARTS BLANK CARD,4.56,24,0.19000000000000003
84206B,CAT WITH SUNGLASSES BLANK CARD,0.95,5,0.19
84206C,CHAMPAGNE TRAY BLANK CARD,1.52,8,0.19
84212,"ASSORTED FLOWER COLOUR ""LEIS""",4934.87,10315,0.8927927927927929
84218,BOX/12 CHICK & EGG IN BASKET,223.11,123,1.9158536585365853
84226,HEN HOUSE W FAMILY IN BARN & NEST,36.21,51,0.829
84227,HEN HOUSE W CHICK IN NEST,0.42,1,0.42
84228,HEN HOUSE W CHICK STANDING,118.21,283,0.5554166666666667
84228,HEN HOUSE WITH CHICK STANDING,5.88,14,0.42
84231,EASTER BUNNY WITH BASKET ON BACK,72.63,108,0.7271428571428571
84247E,PACK OF 12 CHRISTMAS FUN CARDS,283.79,106,2.632162162162162
84247E,PACK/12 XMAS FUN CARD,100.30000000000001,34,2.95
84247G,"DECOUPAGE,GREETING CARD,",158.63,357,0.5371874999999999
84247K,"FOLK ART GREETING CARD,pack/12",64.9,22,2.95
84247L,FAWN AND MUSHROOM GREETING CARD,62.06,128,0.6605263157894736
84247N,PACK/12 BLUE FOLKART CARDS,64.9,22,2.95
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",80.46,174,0.6629629629629629
84251B,"GREETING CARD, STICKY GORDON",70.78,245,0.43150943396226416
84251C,"GREETING CARD, TWO SISTERS.",53.879999999999995,127,0.5189999999999999
84251G,"GREETING CARD, OVERCROWDED POOL.",74.7,270,0.4033962264150943
84270,ASSTD DESIGN BUBBLE GUM RING,3.5700000000000003,17,0.21
84279B,CHERRY BLOSSOM DECORATIVE FLASK,774.7,192,4.5343478260869565
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1565.71,377,4.856771653543307
84306,S/3 PINK SQUARE PLANTERS ROSES,88.22,10,8.88111111111111
84313B,BLUE TV TRAY TABLE,518.61,127,6.107435897435898
84313C,ORANGE TV TRAY TABLE,1165.9099999999999,504,3.9976744186046513
84341B,SMALL PINK MAGIC CHRISTMAS TREE,282.38,645,0.6804878048780487
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,26425.58,9461,3.415258620689655
84352,SILVER CHRISTMAS TREE BAUBLE STAND,577.35,34,17.517391304347825
84356,POMPOM CURTAIN,2124.15,424,6.083414634146342
84358,FLOOR LAMP SHADE WOOD BASE,312.7,33,10.543076923076923
84360,TABLE LAMP WHITE SHADE WOOD BASE,434.12,78,6.554
84375,SET OF 20 KIDS COOKIE CUTTERS,9383.150000000001,4311,2.518560460652591
84378,SET OF 3 HEART COOKIE CUTTERS,8518.4,6332,1.6291907514450867
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,8153.5599999999995,5799,1.7178818443804036
84387A,BIRD ON BRANCH CANVAS SCREEN,21.45,11,1.95
84388,WISE MAN STAR SHAPE EGG PAN,13.139999999999999,24,1.02
84402B,PURPLE DRESS JEWELLERY STAND,48.19,61,0.79
84406B,CREAM CUPID HEARTS COAT HANGER,7653.17,2015,4.311608391608392
84415A,PINK FLOCK SUEDE CUSHION COVER,15.0,12,1.25
84415B,BLUE FLOCK CUSHION COVER,20.0,8,2.9166666666666665
84422,PINK/BLUE DISC/MIRROR STRING,244.16999999999996,566,0.9513333333333333
84429A,MEDIUM PINK BUDDHA HEAD,182.50000000000003,54,3.913809523809524
84452,METAL RABBIT LADDER EASTER,62.9,74,0.85
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,112.55999999999999,126,0.9944444444444444
84459A,PINK METAL CHICKEN HEART,1058.18,716,2.2159574468085106
84459B,YELLOW METAL CHICKEN HEART,1079.67,721,2.0770652173913042
84461,12 PINK HEN+CHICKS IN BASKET,104.55,41,2.55
84462,3 PINK HEN+CHICKS IN BASKET,15.0,12,1.25
84465,15 PINK FLUFFY CHICKS IN BOX,29.5,10,2.95
84466,TOP SECRET PEN SET,57.5,46,1.25
84497,BUTTONS AND STRIPES NOTEBOOK,48.75,13,3.75
84499,BLACK FLOWER CANDLE PLATE,5.949999999999999,7,0.85
84507B,STRIPES DESIGN MONKEY DOLL,118.73,39,3.4263636363636363
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,175.73,66,2.806206896551724
84508A,CAMOUFLAGE DESIGN TEDDY,3448.05,1631,2.4124999999999996
84508B,STRIPES DESIGN TEDDY,142.79999999999998,56,2.55
84508C,BLUE CIRCLES DESIGN TEDDY,154.95,56,3.0359999999999996
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,3417.28,896,4.501217391304348
84509B,SET OF 4 FAIRY CAKE PLACEMATS,806.04,217,3.8036250000000003
84509C,SET OF 4 POLKADOT PLACEMATS,498.94,130,4.149019607843137
84509E,SET OF 4 CAROUSEL PLACEMATS,183.45,91,3.5413043478260873
84509G,SET OF 4 FAIRY CAKE PLACEMATS,950.49,517,3.0195454545454545
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,775.84,104,7.46
84509b,SET OF 4 FAIRY CAKE PLACEMATS,37.3,5,7.46
84509c,SET OF 4 POLKADOT PLACEMATS,322.22,43,7.495555555555556
84509g,SET OF 4 FAIRY CAKE PLACEMATS,14.92,2,7.46
84510A,SET OF 4 ENGLISH ROSE COASTERS,1630.32,1196,1.7437759336099585
84510C,SET OF 4 POLKADOT COASTERS,211.32999999999998,132,1.7924074074074072
84510E,SET OF 4 GREEN CAROUSEL COASTERS,48.29,34,1.655625
84510a,SET OF 4 ENGLISH ROSE COASTERS,130.48,53,2.4625
84510c,SET OF 4 POLKADOT COASTERS,98.7,40,2.468695652173913
84510e,SET OF 4 GREEN CAROUSEL COASTERS,2.46,1,2.46
84519A,TOMATO CHARLIE+LOLA COASTER SET,905.5500000000001,512,2.508522727272727
84519B,CARROT CHARLIE+LOLA COASTER SET,773.3,471,2.3733858267716537
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,508.36999999999995,554,1.1018518518518519
84522,PINK PARTY SUNGLASSES,36.76,20,1.8166666666666667
84527,FLAMES SUNGLASSES PINK LENSES,95.1,52,2.145
84531A,PINK KNITTED EGG COSY,76.69,147,0.6940000000000001
84531B,BLUE KNITTED EGG COSY,85.61,155,0.7000000000000001
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,50.72,53,1.255
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,3.32,2,1.66
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,186.56,399,0.6776190476190477
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,850.2,1332,0.9028205128205128
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1409.8999999999999,3138,0.5375652173913043
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,888.14,2102,0.5553631284916201
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,11.060000000000002,14,0.79
84536b,FAIRY CAKES NOTEBOOK A7 SIZE,4.050000000000001,5,0.81
84539,KNITTED RABBIT DOLL,42.9,26,1.65
84548,CROCHET BEAR RED/BLUE  KEYRING,36.3,22,1.65
84549,CROCHET WHITE RABBIT KEYRING,69.38,38,2.5585714285714287
84550,CROCHET LILAC/RED BEAR KEYRING,1.65,1,1.65
84551,CROCHET DOG KEYRING,21.449999999999996,13,1.65
84558A,3D DOG PICTURE PLAYING CARDS,987.4100000000001,333,3.1163414634146345
84558a,3D DOG PICTURE PLAYING CARDS,29.310000000000002,5,5.862
84559A,3D SHEET OF DOG STICKERS,375.61,397,1.1461702127659574
84559B,3D SHEET OF CAT STICKERS,217.29,237,1.0139285714285715
84559a,3D SHEET OF DOG STICKERS,48.379999999999995,29,1.6695454545454544
84559b,3D SHEET OF CAT STICKERS,38.33,23,1.666
84562A,PINK/WHITE RIBBED MELAMINE JUG,23.85,3,7.95
84563A,PINK & WHITE BREAKFAST TRAY,369.84000000000003,96,4.716285714285714
84563B,BLUE & WHITE BREAKFAST TRAY,346.3,94,4.016315789473684
84568,GIRLS ALPHABET IRON ON PATCHES,2678.33,12442,0.3868027210884354
84569A,PACK 3 IRON ON DOG PATCHES,355.84,294,1.2592307692307692
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,118.4,85,1.7621052631578946
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1.25,1,1.25
84569D,PACK 6 HEART/ICE-CREAM PATCHES,560.62,467,1.3740816326530612
84575A,PINK DOG CANNISTER,39.3,14,3.95
84576,BLUE CAT BISCUIT BARREL PINK HEART,148.32,66,2.975882352941176
84580,MOUSE TOY WITH PINK T-SHIRT,1482.43,389,3.863053892215569
84581,DOG TOY WITH PINK CROCHET SKIRT,709.71,187,3.844
84584,PINK GINGHAM CAT WITH SCARF,314.51,144,2.2963333333333336
84592,CROCHET ROSE PURSE WITH SUEDE BACK,241.24000000000004,76,3.5954545454545457
84593,CROCHET ROSE DES CLOTHES HANGER,14.750000000000002,5,2.95
84595E,LARGE TORTILLA DESIGN RED BOWL,154.67999999999998,78,2.7563636363636363
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2547.42,5023,0.614593572778828
84596E,SMALL LICORICE DES PINK BOWL,411.68,564,0.9810126582278481
84596F,SMALL MARSHMALLOWS PINK BOWL,1943.62,3732,0.631554054054054
84596G,SMALL CHOCOLATES PINK BOWL,949.0799999999999,1855,0.6263967611336032
84596J,MIXED NUTS LIGHT GREEN BOWL,296.45,568,0.8294117647058823
84596L,BISCUITS SMALL BOWL LIGHT BLUE,629.38,1254,0.7058720930232558
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,17.57,7,2.51
84596e,SMALL LICORICE DES PINK BOWL,25.099999999999998,10,2.51
84596f,SMALL MARSHMALLOWS PINK BOWL,39.36,16,2.46
84596g,SMALL CHOCOLATES PINK BOWL,7.38,3,2.46
84596l,BISCUITS SMALL BOWL LIGHT BLUE,2.46,1,2.46
84597B,RETRO BROWN BALL ASHTRAY,51.25,41,1.25
84597C,RETRO PINK BALL ASHTRAY,57.5,46,1.25
84598,BOYS ALPHABET IRON ON PATCHES,546.04,1975,0.38494949494949493
84600,NEW BAROQUE JEWELLERY BOX,446.89,53,9.4516
84609,TALL ROCOCO CANDLE HOLDER,770.59,93,9.6295
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,27.9,6,4.65
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65,1,4.65
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,11.9,2,5.95
84616,SILVER ROCCOCO CHANDELIER,504.32,14,39.39666666666667
84617,NEW BAROQUE BLACK BOXES,38.25,3,12.75
84620,BLUE GINGHAM ROSE CUSHION COVER,11.9,2,5.95
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,605.48,478,2.6080952380952382
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,536.41,449,2.384857142857143
84629,WHITE 3 FRAME BIRDS AND TREE,150.0,20,10.05
84631,FRUIT TREE AND BIRDS WALL PLAQUE,340.58,40,8.713333333333333
84632,DECORATIVE HANGING SHELVING UNIT,359.70000000000005,6,59.95
84637,KITCHEN FLOWER POTS WALL PLAQUE,619.59,116,5.3020481927710845
84638,SMALL KITCHEN FLOWER POTS PLAQUE,331.5,50,6.668918918918919
84658,WHITE STITCHED CUSHION COVER,412.23,57,7.2995652173913035
84659A,WHITE TRAVEL ALARM CLOCK,676.27,280,2.4769662921348314
84660A,WHITE STITCHED WALL CLOCK,783.45,843,1.6857142857142857
84660B,BLACK STITCHED WALL CLOCK,733.28,707,2.104
84660C,PINK STITCHED WALL CLOCK,693.32,661,2.494666666666667
84660a,WHITE STITCHED WALL CLOCK,29.84,4,7.46
84660b,BLACK STITCHED WALL CLOCK,15.08,2,7.54
84660c,PINK STITCHED WALL CLOCK,134.92,18,7.5
84661A,WHITE SQUARE TABLE CLOCK,167.79,104,2.7855
84661B,BLACK SQUARE TABLE CLOCK,300.24,115,3.3796551724137927
84661C,PINK SQUARE TABLE CLOCK,104.84,71,3.015
84661a,WHITE SQUARE TABLE CLOCK,4.96,1,4.96
84661b,BLACK SQUARE TABLE CLOCK,4.96,1,4.96
84663A,GRASS HOPPER WOODEN WALL CLOCK,374.12,272,2.9629411764705886
84665,SQUARE CHERRY BLOSSOM CABINET,624.75,105,5.95
84666,SQUARE CHERRY BLOSSOM CABINET,94.80000000000001,24,3.95
84673A,PINK FLY SWAT,63.72,92,0.7040909090909091
84673B,BLUE FLY SWAT,156.63,179,0.9283333333333333
84674,FLYING PIG WATERING CAN,466.95000000000005,193,3.2604166666666665
84675,FROG KING WATERING CAN,26.55,9,2.95
84678,CLASSICAL ROSE SMALL VASE,247.04,142,2.813846153846154
84679,CLASSICAL ROSE TABLE LAMP,55.7,6,11.95
84683,CLASSICAL ROSE CANDLESTAND,162.20000000000002,194,1.5075
84685,BEACH HUT KEY CABINET,177.33,34,5.938571428571429
84686,BEACH HUT MIRROR,66.39,49,2.9525
84687,BEACH HUT SHELF W 3 DRAWERS,504.43,81,7.804193548387097
84688,BEACH HUT DESIGN BLACKBOARD,203.07,41,6.171333333333333
84689,S/2 BEACH HUT TREASURE CHESTS,9.95,3,3.975
84691,PACK 20 DOLLY PEGS,174.5,242,0.7525
84692,BOX OF 24 COCKTAIL PARASOLS,4327.38,7903,0.6784745762711863
84705C,PINK FLOCK PHOTO FRAME,15.0,12,1.25
84706D,CHERRY BLOSSOM TABLE CLOCK,29.599999999999998,8,3.6999999999999997
84706F,RED PEONY TABLE CLOCK,47.2,16,2.95
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,695.23,95,9.787555555555555
84707B,PINK JEWELLED MIRROR TRINKET TRAY,210.54999999999998,34,8.18611111111111
84708B,PINK JEWELLED PHOTO FRAME,326.35,62,5.931052631578948
84709B,PINK OVAL JEWELLED MIRROR,119.0,20,5.95
84711A,SILVER OVAL SHAPE TRINKET BOX,221.8,25,8.609411764705882
84711B,PINK OVAL SHAPE TRINKET BOX,186.64,20,8.999230769230769
84712B,PINK JEWELLED PHOTO FRAME,231.56,30,7.6825
84715,SET OF 6 ICE CREAM SKITTLES,47.2,16,2.9500000000000006
84723,CHERRY BLOSSOM CANVAS ART PICTURE,97.95,41,3.9499999999999997
84725,FREESTYLE CANVAS ART PICTURE,39.65,41,1.2444444444444445
84731,3 BIRDS CANVAS SCREEN,2.04,2,1.02
84732B,CUTE BIRD CEATURE SCREEN,8.58,22,0.39
84732D,CUTE RABBIT CEATURE SCREEN,4.29,11,0.39
84741C,CITRUS GARLAND FELT FLOWERS,117.0,60,1.95
84743C,ORANGE FELT VASE + FLOWERS,1.25,1,1.25
84744,S/6 SEW ON CROCHET FLOWERS,140.02,110,1.376
84745A,PINK HANGING GINGHAM EASTER HEN,13.44,32,0.42000000000000004
84745B,BLUE HANGING GINGHAM EASTER HEN,13.44,32,0.42000000000000004
84746,PINK EASTER HENS+FLOWER,38.31,14,2.6033333333333335
84748,FOLK FELT HANGING MULTICOL GARLAND,570.86,204,3.2162295081967214
84750A,PINK SMALL GLASS CAKE STAND,46.8,24,1.95
84750B,BLACK SMALL GLASS CAKE STAND,54.99,61,1.17
84751B,BLACK MEDIUM GLASS CAKE STAND,37.11,17,1.9
84754,S/15 SILVER GLASS BAUBLES IN BAG,725.52,558,1.7536507936507935
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,10487.050000000001,16401,0.7275401929260451
84760S,SMALL HANGING GLASS+ZINC LANTERN,62.349999999999994,43,1.45
84763,ZINC FINISH 15CM PLANTER POTS,748.34,601,1.4157894736842105
84766,SILVER ROCOCO CANDLE STICK,340.7,146,3.3785714285714286
84773,RED ROSE AND LACE C/COVER,8.850000000000001,3,2.95
84789,ENCHANTED BIRD PLANT CAGE,640.72,186,4.039791666666667
84792,ENCHANTED BIRD COATHANGER 5 HOOK,3974.32,833,5.533209876543211
84795B,SUNSET CHECK HAMMOCK,1390.64,176,9.090833333333334
84795C,OCEAN STRIPE HAMMOCK,15.9,2,7.95
84795b,SUNSET CHECK HAMMOCK,266.78,16,16.654999999999998
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,568.13,61,9.327209302325581
